Time_taken (min),Distance_km,Road_traffic_density,Delivery_person_Age,Delivery_person_Ratings,multiple_deliveries,Order_Hour
37,10.867285240714487,1,35.0,4.7,2.0,18.0
29,9.076358225887674,1,29.0,4.9,1.0,17.0
22,6.146746629962817,2,37.0,4.7,1.0,13.0
23,7.6470478692714,3,27.0,4.9,1.0,21.0
24,19.915971082561146,0,21.0,4.6,1.0,22.0
31,12.419724873245404,1,26.0,4.6,1.0,18.0
26,19.890514223034963,0,35.0,4.6,0.0,22.0
53,12.580267822400963,3,34.0,5.0,3.0,21.0
49,16.659890497111146,3,22.0,4.7,0.0,20.0
29,7.660951720810249,0,30.0,4.7,1.0,23.0
30,10.705622903496973,1,33.0,4.8,1.0,17.0
47,13.99001950805727,3,39.0,4.8,1.0,20.0
16,1.5100935919216978,0,39.0,4.7,0.0,11.0
19,7.573467821949914,3,37.0,4.7,0.0,20.0
23,3.040688634015558,0,30.0,4.5,0.0,8.0
20,9.121044921629522,0,31.0,4.8,0.0,22.0
35,10.72467208673564,1,21.0,4.4,1.0,18.0
42,20.20658151050797,0,30.0,4.9,2.0,23.0
17,1.5320227740641719,0,35.0,5.0,0.0,8.0
23,3.108983787513406,2,23.0,4.7,1.0,11.0
33,13.989532157306375,3,21.0,4.4,1.0,19.0
30,10.867434750937747,1,31.0,4.8,1.0,18.0
29,16.659963190057415,0,25.0,4.5,1.0,23.0
20,3.0640094555094213,0,20.0,4.5,1.0,9.0
16,9.348112475389563,3,27.0,4.9,0.0,20.0
24,17.077999100718277,1,26.0,4.8,1.0,17.0
23,12.294187491090893,1,26.0,5.0,1.0,18.0
28,13.762754362295334,3,39.0,4.6,0.0,20.0
33,10.905970180191666,1,25.0,4.4,1.0,17.0
11,9.12201685083382,0,29.0,4.9,0.0,23.0
35,19.91431676645955,1,39.0,4.4,1.0,18.0
28,9.31397992220267,1,35.0,4.9,0.0,17.0
16,1.520455689583788,0,29.0,4.5,0.0,8.0
36,10.868240116750805,3,32.0,3.6,1.0,19.0
21,11.007734763744617,0,15.0,1.0,1.0,21.0
32,7.760928146685043,3,37.0,5.0,1.0,20.0
22,19.67506720408141,1,30.0,4.7,1.0,17.0
21,9.314044064891696,3,27.0,4.5,0.0,19.0
42,10.709003371535417,1,37.0,4.2,1.0,18.0
18,9.055525276451307,0,32.0,5.0,1.0,23.0
29,10.704672233866505,0,35.0,4.8,1.0,23.0
20,13.989146264477116,0,35.0,4.8,1.0,22.0
30,3.1162479956299673,2,31.0,4.8,1.0,11.0
33,20.181172140809302,3,21.0,4.6,0.0,19.0
29,3.1090585255903513,0,36.0,4.6,1.0,11.0
28,3.087924681704674,0,34.0,4.1,1.0,10.0
20,12.074114327172765,1,20.0,4.6,1.0,18.0
11,1.532234790495708,0,20.0,4.7,0.0,10.0
18,1.5323511358881128,0,23.0,4.6,0.0,9.0
13,4.596698554557205,3,21.0,5.0,0.0,21.0
32,9.363369184365062,3,26.0,4.7,1.0,21.0
22,13.610877575672198,1,37.0,4.8,0.0,18.0
28,12.11684826095673,0,23.0,4.6,1.0,22.0
29,1.5367515001848098,2,26.0,4.7,1.0,11.0
16,3.1090243972299714,0,26.0,4.8,1.0,9.0
23,10.564596934158217,0,20.0,4.5,1.0,23.0
30,10.86728673513013,3,23.0,5.0,0.0,21.0
34,12.580267822400963,3,23.0,4.1,1.0,21.0
15,3.145067434621583,0,28.0,4.9,1.0,9.0
25,10.428102699087153,3,27.0,4.5,1.0,21.0
25,12.073402311815224,1,23.0,4.9,1.0,18.0
27,9.17431677402621,1,30.0,4.6,1.0,18.0
26,6.081591883831901,1,34.0,4.8,1.0,16.0
36,16.853347148215086,1,26.0,5.0,1.0,17.0
32,6.128804224238059,1,36.0,4.1,1.0,16.0
10,20.179033045443177,0,29.0,4.8,1.0,23.0
18,7.660348489150972,0,29.0,4.6,1.0,23.0
24,3.1051103947027285,0,35.0,4.2,1.0,9.0
50,10.881199561003374,3,38.0,4.0,2.0,21.0
20,3.1048274856004796,0,37.0,4.8,0.0,9.0
18,3.058281575249995,0,26.0,5.0,1.0,8.0
33,3.1162384958431986,2,30.0,4.8,1.0,11.0
38,13.990192142064847,1,38.0,3.9,1.0,19.0
26,1.5369113551350593,2,33.0,4.8,1.0,11.0
24,9.07462863182012,3,34.0,4.5,1.0,20.0
37,19.97564217448985,3,35.0,4.3,1.0,21.0
40,13.973727486522968,3,38.0,4.3,1.0,20.0
19,3.145067434621583,0,37.0,5.0,0.0,10.0
28,12.580267822400963,1,23.0,4.7,1.0,18.0
27,13.583332471810195,3,20.0,4.9,1.0,19.0
42,13.61117180523985,3,34.0,4.4,0.0,21.0
35,4.537940846050908,3,30.0,4.6,1.0,20.0
28,10.568365698817919,0,25.0,4.7,1.0,23.0
16,4.537860442229041,1,28.0,5.0,0.0,17.0
22,4.588360239493078,3,29.0,4.7,1.0,20.0
20,17.13793593144315,1,28.0,4.9,1.0,18.0
44,13.403654333869842,3,35.0,4.5,3.0,20.0
26,9.19149730046093,1,31.0,4.8,0.0,19.0
39,20.851598740135785,1,21.0,5.0,2.0,18.0
26,10.569566051096942,0,39.0,4.8,1.0,23.0
37,17.29786575291325,0,31.0,3.6,1.0,23.0
42,16.852834881460105,1,26.0,4.9,1.0,18.0
17,1.4897995018082963,0,32.0,4.6,1.0,8.0
38,14.022321513257348,3,39.0,4.2,1.0,20.0
29,13.413644078076244,3,31.0,4.5,1.0,20.0
25,13.581198240269066,3,20.0,4.5,1.0,22.0
24,3.0734537599377685,0,35.0,4.1,1.0,9.0
24,12.435302723482724,1,31.0,4.8,1.0,18.0
20,19.36320422209685,3,22.0,4.8,0.0,20.0
32,4.537647566708254,3,32.0,4.2,0.0,19.0
23,4.476697312292275,0,26.0,5.0,1.0,23.0
33,4.610027010711368,1,37.0,4.1,0.0,18.0
18,4.537989684962583,0,25.0,4.7,0.0,22.0
15,13.82913165629175,3,28.0,4.8,0.0,21.0
48,13.766192440641818,3,31.0,4.8,1.0,20.0
29,20.25308886851953,0,33.0,4.7,1.0,23.0
44,11.007734763744617,3,36.0,4.2,2.0,21.0
27,6.1186308844114,1,31.0,4.7,1.0,16.0
15,6.058923147526397,2,26.0,4.7,1.0,13.0
15,1.5367187556842812,0,38.0,4.9,1.0,9.0
29,7.761199672759851,1,32.0,4.8,0.0,18.0
24,12.20986822612317,3,29.0,5.0,0.0,21.0
16,20.207797933358158,3,21.0,4.9,0.0,20.0
16,17.138105845700238,0,36.0,4.8,1.0,23.0
26,1.529751878579505,2,24.0,5.0,1.0,11.0
35,16.384502397510182,1,36.0,4.7,1.0,18.0
23,6.217851597564986,2,24.0,4.8,0.0,13.0
23,7.600990561376191,0,22.0,4.7,1.0,23.0
31,1.53058864856925,2,23.0,4.6,1.0,11.0
27,16.901690663165983,1,32.0,4.6,1.0,18.0
36,17.29786575291325,1,30.0,4.0,1.0,18.0
23,13.407238587856966,3,32.0,4.8,0.0,19.0
23,12.103166363270562,0,24.0,4.6,0.0,22.0
26,1.5441893951956143,2,24.0,4.8,1.0,11.0
22,6.29013467763468,2,27.0,4.8,1.0,12.0
39,4.590648124312415,3,22.0,4.7,0.0,19.0
11,9.193014472266961,3,26.0,4.7,0.0,21.0
38,20.2874478147303,1,30.0,4.3,0.0,18.0
21,1.5524796373051026,2,29.0,4.9,0.0,11.0
15,10.86671605798691,1,22.0,4.8,0.0,17.0
12,12.464528059716372,0,25.0,4.7,1.0,23.0
19,1.572533729286321,0,28.0,4.9,0.0,10.0
38,3.145067434621583,2,38.0,4.7,1.0,12.0
29,3.1162880555409944,0,35.0,4.8,1.0,9.0
13,4.663772762376294,0,25.0,4.6,0.0,23.0
28,9.07437751153265,3,25.0,4.6,1.0,19.0
44,19.91296718928853,0,22.0,2.6,1.0,22.0
49,14.15280068944862,3,37.0,4.8,0.0,20.0
12,1.4901538808207615,0,35.0,4.7,0.0,9.0
22,20.8876039640118,0,31.0,4.9,1.0,23.0
19,11.983910535138023,0,39.0,4.6,1.0,23.0
29,6.14707622035735,2,31.0,5.0,1.0,12.0
32,6.146746629962817,1,33.0,4.0,1.0,16.0
17,1.4923452792807805,0,22.0,4.6,1.0,9.0
26,7.8626681674103684,0,34.0,4.7,1.0,22.0
23,16.72120319162223,0,30.0,4.5,1.0,23.0
18,1.5294841760997977,0,20.0,4.9,0.0,10.0
14,7.550511557032553,1,29.0,4.5,1.0,18.0
23,6.117673772819904,2,34.0,5.0,0.0,12.0
26,6.146683594473334,2,37.0,5.0,0.0,14.0
37,9.055898607912091,3,26.0,4.2,1.0,21.0
27,10.906379374468557,1,22.0,4.7,0.0,18.0
34,2.9794969556315394,2,30.0,4.7,0.0,11.0
30,6.210060323088704,2,28.0,4.7,1.0,13.0
30,11.007734763744617,3,31.0,4.9,1.0,21.0
29,1.5125686168842198,0,37.0,4.6,0.0,8.0
16,3.026096197898999,0,33.0,4.8,0.0,10.0
12,6.036244196933988,1,26.0,4.8,0.0,15.0
24,20.44292976252901,0,30.0,4.8,0.0,22.0
18,13.413644078076244,0,22.0,4.6,1.0,23.0
27,19.3626986679347,1,25.0,4.9,1.0,17.0
15,13.788581570141362,3,23.0,4.6,1.0,21.0
29,13.622067322393534,3,24.0,5.0,0.0,21.0
28,19.68841340777118,0,32.0,4.7,1.0,23.0
34,9.192686206949302,3,30.0,4.0,1.0,19.0
29,16.635223376953338,0,35.0,4.8,1.0,22.0
15,1.5522933461661421,0,29.0,4.4,0.0,8.0
15,6.209485214483088,2,24.0,4.8,1.0,13.0
20,17.07353769061412,1,20.0,4.9,0.0,17.0
27,19.76188040923094,1,20.0,5.0,1.0,18.0
22,19.36427479298585,1,27.0,4.8,1.0,17.0
19,3.059460076834105,0,22.0,4.7,0.0,8.0
19,13.969760212954796,3,29.0,4.8,1.0,19.0
19,16.8253834049009,1,20.0,4.7,1.0,18.0
44,19.68841340777118,3,32.0,3.7,0.0,20.0
39,17.097925435353915,3,33.0,4.5,0.0,20.0
19,1.514793721388757,0,26.0,4.4,1.0,9.0
15,1.572533729286321,0,39.0,5.0,1.0,9.0
41,19.39661829066159,3,24.0,4.7,1.0,19.0
36,12.237791615217148,0,37.0,4.2,0.0,23.0
18,7.651068542725116,0,23.0,4.8,0.0,22.0
31,17.138077427627866,1,36.0,4.8,1.0,18.0
24,1.536906134034303,0,32.0,4.6,1.0,9.0
21,7.683177078354373,3,20.0,4.5,1.0,19.0
20,3.1090243972299714,0,31.0,5.0,1.0,10.0
24,1.5367158933394087,0,30.0,4.4,1.0,8.0
28,7.772430463816821,1,30.0,4.8,1.0,17.0
39,16.384502397510182,1,38.0,4.3,0.0,17.0
16,20.506907204759106,0,26.0,4.7,1.0,22.0
38,12.098714903153644,3,25.0,4.3,1.0,20.0
24,16.827953238536708,0,27.0,4.5,1.0,23.0
35,12.236322809891128,3,37.0,4.4,0.0,19.0
13,7.763161028493024,3,27.0,4.8,1.0,20.0
38,20.253785359470783,3,32.0,4.2,1.0,20.0
16,1.5125976112065025,0,25.0,4.8,0.0,9.0
14,1.5439804079490134,0,20.0,4.6,0.0,10.0
19,7.63152482355472,0,30.0,4.7,1.0,23.0
35,4.656862974505059,3,30.0,5.0,2.0,21.0
26,4.674184358398377,1,24.0,4.6,1.0,18.0
28,4.560928430651938,1,27.0,4.8,1.0,18.0
19,4.537553114731602,0,26.0,4.9,1.0,22.0
23,16.902001940859687,0,37.0,4.5,0.0,23.0
39,16.902001940859687,1,37.0,3.5,1.0,17.0
30,6.050461888076144,2,35.0,4.9,0.0,13.0
31,19.65875217196504,1,37.0,4.2,1.0,17.0
29,7.659687719505771,0,34.0,4.7,1.0,22.0
16,4.596251207088927,1,38.0,4.6,1.0,18.0
32,13.405918573024547,3,29.0,4.2,1.0,21.0
31,10.867352908691128,3,30.0,4.3,1.0,19.0
43,13.68237887648496,1,33.0,4.1,1.0,18.0
37,20.070963243244915,1,26.0,4.6,1.0,17.0
16,7.562364213495008,0,28.0,4.5,0.0,22.0
21,12.098714903153644,0,26.0,4.6,1.0,23.0
29,11.983536457749452,0,22.0,4.9,1.0,22.0
31,19.761110067714096,1,27.0,4.8,1.0,17.0
13,12.116946920849994,0,27.0,4.6,0.0,22.0
22,13.611585111772158,0,33.0,4.9,1.0,23.0
25,3.104463374954771,0,37.0,4.9,1.0,8.0
34,10.723989806656368,1,29.0,5.0,1.0,18.0
30,6.081387490813416,2,30.0,4.8,1.0,14.0
19,4.58903875102421,0,28.0,4.5,1.0,23.0
17,10.86586608780909,1,23.0,4.5,1.0,17.0
26,1.5523608800116515,0,21.0,4.4,1.0,10.0
33,9.220881802736846,3,35.0,4.6,1.0,21.0
27,19.362825446415226,0,35.0,4.9,1.0,22.0
18,4.469157679084987,3,20.0,4.9,0.0,21.0
20,7.6481792534738355,0,35.0,4.5,1.0,23.0
22,2.979599835600764,0,23.0,4.8,0.0,8.0
28,19.088793977182952,1,39.0,4.9,1.0,17.0
20,10.427571382480686,0,33.0,4.7,0.0,23.0
24,6.050103074349793,1,29.0,4.7,1.0,16.0
35,12.419572625827143,3,36.0,4.0,1.0,20.0
26,4.610339345524684,3,34.0,4.9,1.0,20.0
49,8.938093974530164,3,32.0,4.4,1.0,20.0
35,16.384366809227615,3,23.0,4.7,1.0,20.0
19,1.572533729286321,0,37.0,4.9,1.0,8.0
26,3.025098484224574,2,38.0,4.5,0.0,11.0
40,10.5864846162781,1,28.0,4.9,1.0,17.0
22,9.054052950169497,1,27.0,4.8,1.0,17.0
29,4.657672650623545,0,23.0,4.0,0.0,23.0
33,20.253686746640913,3,34.0,4.4,1.0,21.0
28,6.210061176100266,2,24.0,4.6,1.0,14.0
24,1.5126165219141463,2,34.0,4.9,0.0,11.0
19,1.529622754840466,0,29.0,4.6,0.0,10.0
22,12.256046315965444,1,36.0,4.6,1.0,18.0
30,12.233151216488597,0,39.0,4.6,1.0,23.0
21,1.5582406301371106,0,36.0,4.7,0.0,10.0
30,6.218305855614172,2,35.0,4.6,0.0,14.0
35,10.60216485230212,3,32.0,4.2,1.0,20.0
15,9.326603239772547,1,38.0,4.8,0.0,18.0
26,6.116927321899057,1,30.0,4.6,1.0,16.0
26,12.419848147906494,3,27.0,5.0,1.0,19.0
18,6.0400812110621,1,33.0,5.0,1.0,15.0
14,3.025345653222032,0,27.0,4.6,0.0,8.0
33,16.902609492881677,3,29.0,4.2,0.0,21.0
37,11.9165950600701,3,36.0,4.6,2.0,20.0
27,17.29786575291325,1,22.0,4.8,1.0,18.0
24,8.953006164966736,3,21.0,4.8,1.0,20.0
39,13.99001950805727,1,37.0,4.1,2.0,17.0
19,4.4691549592640305,1,37.0,5.0,1.0,17.0
24,7.60180033473793,0,34.0,4.9,0.0,0.0
15,4.537989684962583,3,29.0,4.9,0.0,21.0
29,9.262902940888349,3,34.0,4.7,1.0,19.0
11,9.192119121311745,1,26.0,4.8,0.0,18.0
34,12.418408999826822,1,30.0,4.3,0.0,17.0
11,4.657857733630665,0,24.0,4.6,1.0,23.0
45,14.044925285939733,3,37.0,4.6,2.0,19.0
36,16.90375725452544,1,38.0,3.6,1.0,18.0
27,19.976712110350487,3,21.0,4.9,0.0,21.0
14,1.5093844931452696,0,20.0,4.7,1.0,11.0
23,9.121499067661924,3,24.0,4.7,0.0,20.0
25,4.596576884051942,1,34.0,4.9,0.0,18.0
15,1.572533729286321,2,20.0,4.9,0.0,11.0
22,4.544230975252655,3,20.0,4.7,1.0,19.0
19,2.996229260539909,2,23.0,4.7,0.0,11.0
32,10.641157729337541,1,37.0,4.2,0.0,18.0
26,10.593374354489852,1,22.0,4.9,1.0,17.0
30,10.641581256626232,3,20.0,4.8,1.0,22.0
15,14.022321513257348,0,26.0,4.7,1.0,23.0
31,3.04081604085675,2,29.0,4.4,1.0,11.0
36,20.85172635753384,0,31.0,4.3,1.0,22.0
23,5.874816158028467,1,25.0,4.7,1.0,16.0
15,17.07679057474372,3,29.0,5.0,0.0,21.0
28,2.9961602588172505,0,34.0,4.6,1.0,8.0
40,6.128804224238059,2,23.0,3.9,1.0,14.0
21,7.631544914988776,1,34.0,4.7,1.0,18.0
16,3.0736336615831137,0,29.0,4.5,1.0,10.0
16,4.469166522803337,1,34.0,5.0,1.0,17.0
30,6.040077478866117,2,26.0,4.8,1.0,12.0
24,12.292599798532462,0,27.0,4.7,0.0,23.0
21,3.121378243248519,2,28.0,4.6,0.0,11.0
27,17.29786575291325,0,27.0,4.9,1.0,23.0
44,11.983203974931632,1,33.0,4.1,1.0,18.0
28,1.5203565961705499,0,37.0,4.3,1.0,9.0
20,9.348109676504626,3,22.0,4.6,1.0,20.0
38,4.674181485440602,3,31.0,4.4,1.0,20.0
20,9.435201537430714,0,32.0,4.5,1.0,23.0
10,8.93786088183146,0,27.0,4.8,1.0,23.0
15,3.025656084205931,0,39.0,4.8,0.0,9.0
25,9.220881802736846,3,31.0,5.0,1.0,21.0
22,7.683850219127101,1,38.0,4.6,1.0,19.0
17,6.147160558529004,1,28.0,5.0,1.0,15.0
30,19.68841340777118,1,35.0,4.6,1.0,19.0
26,16.411946865277123,3,20.0,4.6,0.0,19.0
31,12.435540495461442,3,24.0,4.8,1.0,20.0
19,17.16592025387135,0,25.0,4.7,0.0,22.0
15,4.537922749289298,3,20.0,4.6,1.0,20.0
40,11.007734763744617,3,37.0,4.6,2.0,19.0
25,7.683177078354373,3,22.0,4.7,0.0,22.0
35,10.865882927764757,3,30.0,4.9,1.0,21.0
26,9.326602961232513,1,37.0,4.6,0.0,18.0
27,12.463962426993913,3,37.0,4.8,1.0,21.0
25,6.209259882041872,1,34.0,4.9,1.0,16.0
47,9.327028546829316,3,38.0,4.3,3.0,19.0
39,10.641407763221139,1,39.0,4.9,1.0,17.0
41,16.601276790345967,3,39.0,4.3,1.0,19.0
18,1.492277916765971,0,36.0,4.9,1.0,10.0
24,1.5303005968363894,0,30.0,4.5,1.0,8.0
20,9.122108408658214,3,23.0,4.6,1.0,21.0
25,1.572533729286321,2,37.0,4.8,0.0,11.0
34,9.263556234288133,3,32.0,4.6,1.0,19.0
41,20.182728114832916,3,37.0,3.8,0.0,19.0
33,6.232403352170867,1,33.0,4.1,1.0,16.0
12,1.5322206834602052,0,27.0,4.9,0.0,10.0
22,13.682164589270348,0,35.0,4.9,1.0,23.0
29,3.0736169345596607,2,35.0,4.9,0.0,11.0
46,16.635770753608572,3,22.0,4.9,2.0,20.0
19,20.183481365845186,3,27.0,4.5,0.0,20.0
12,2.9303450916192486,0,27.0,4.6,1.0,10.0
16,17.075035490452994,1,24.0,4.8,1.0,19.0
34,10.565262855251525,1,26.0,4.0,1.0,19.0
24,3.145067434621583,0,31.0,4.5,1.0,8.0
20,20.181186875221297,3,25.0,5.0,1.0,21.0
45,12.292599798532462,3,35.0,4.7,1.0,21.0
18,9.074744674241005,3,38.0,4.8,0.0,19.0
41,20.20634489518928,1,37.0,4.9,1.0,17.0
43,16.822155609317257,3,25.0,4.2,1.0,21.0
39,11.983647402103102,1,24.0,4.4,1.0,18.0
19,8.940047176804278,0,29.0,4.5,1.0,23.0
34,12.43584244017328,1,34.0,4.7,2.0,17.0
12,9.193469879776632,0,28.0,4.9,0.0,22.0
21,19.672510483834948,3,21.0,4.6,0.0,19.0
29,9.326829542520468,3,32.0,4.5,0.0,21.0
17,1.5126000890232916,0,30.0,4.7,1.0,8.0
23,11.007734763744617,0,20.0,4.8,1.0,23.0
28,20.851598740135785,0,37.0,4.8,1.0,23.0
16,7.761422437275377,1,23.0,4.9,1.0,19.0
19,9.075387359616569,3,35.0,4.8,1.0,19.0
17,3.064427093024872,0,34.0,4.6,1.0,10.0
17,3.1053645449072986,0,35.0,4.7,1.0,8.0
21,12.107734496942113,3,24.0,4.7,1.0,19.0
21,20.207049940573643,1,31.0,4.8,1.0,18.0
42,17.29786575291325,3,39.0,4.9,1.0,21.0
20,10.602497166339631,0,35.0,5.0,1.0,23.0
48,12.162424445777306,3,21.0,4.7,2.0,19.0
22,9.07534450196205,1,22.0,4.7,1.0,17.0
13,3.073644027723396,0,24.0,4.6,1.0,9.0
17,7.601681384871197,0,22.0,4.7,0.0,22.0
13,7.762556904358444,0,34.0,4.9,1.0,22.0
12,12.100062421152574,3,28.0,4.8,1.0,21.0
17,4.596951629499114,0,25.0,4.5,1.0,0.0
16,6.147127365910595,2,20.0,4.9,1.0,13.0
41,19.618918347479877,3,23.0,4.6,2.0,19.0
26,9.12210553959038,3,36.0,4.6,0.0,21.0
14,1.5524290130723983,0,26.0,4.6,0.0,8.0
26,13.763977224427641,3,29.0,4.7,1.0,19.0
16,11.719960263754546,0,31.0,4.7,1.0,0.0
31,7.790158927084966,3,35.0,4.7,1.0,21.0
10,6.232177403679017,2,22.0,4.5,1.0,13.0
15,7.772241719523235,1,29.0,4.6,1.0,18.0
48,13.582342704260105,3,33.0,4.1,1.0,20.0
10,10.865675782880029,3,20.0,4.5,0.0,19.0
46,10.756990051436132,3,36.0,4.1,2.0,19.0
17,13.428872375814212,0,28.0,4.7,1.0,22.0
17,12.435806041180756,0,21.0,4.7,1.0,23.0
12,3.0643351463849164,2,25.0,4.8,0.0,11.0
28,7.660957436559021,0,37.0,4.6,1.0,22.0
15,17.076596635444833,0,22.0,4.5,0.0,22.0
33,20.44292976252901,0,33.0,4.5,1.0,23.0
28,7.661373718933812,0,39.0,4.8,1.0,23.0
13,6.232180611484166,2,26.0,5.0,0.0,15.0
15,12.418981672303648,1,25.0,4.7,1.0,17.0
19,14.15280068944862,3,22.0,4.9,1.0,19.0
19,12.580267822400963,1,26.0,4.6,1.0,17.0
36,20.253584375809147,1,34.0,4.6,1.0,18.0
15,3.1162419915691593,0,38.0,4.7,1.0,9.0
36,1.536864059415262,2,27.0,4.2,1.0,11.0
20,2.9796333006391293,0,23.0,5.0,1.0,8.0
32,13.631440268080546,3,37.0,4.5,1.0,19.0
11,7.4489701519330795,0,29.0,4.5,0.0,23.0
10,1.5524796373051026,0,21.0,5.0,0.0,9.0
33,13.63122853449607,3,27.0,4.9,1.0,19.0
16,16.41281017631183,3,26.0,4.7,1.0,21.0
33,13.973182653917394,3,35.0,3.5,0.0,19.0
45,10.906257371570659,3,36.0,5.0,1.0,20.0
24,1.4906380442411205,0,32.0,4.3,1.0,8.0
29,3.145067434621583,2,32.0,4.7,1.0,12.0
43,12.418981672303648,3,29.0,4.8,2.0,21.0
38,13.989146264477116,0,39.0,3.6,2.0,22.0
13,13.830329612968956,0,20.0,5.0,1.0,22.0
19,3.105268883133742,0,20.0,4.7,1.0,11.0
27,12.580267822400963,3,25.0,5.0,1.0,21.0
13,1.5128534404983927,0,31.0,4.8,1.0,8.0
19,9.220418694558179,3,37.0,4.9,1.0,21.0
24,1.572533729286321,0,35.0,4.5,1.0,8.0
24,12.419850660252768,0,28.0,4.7,1.0,22.0
12,6.2323920207909005,1,23.0,4.6,1.0,15.0
18,10.906042243292653,3,26.0,4.6,0.0,20.0
44,17.078706390631634,3,23.0,4.8,1.0,21.0
24,3.059460076834105,0,30.0,5.0,1.0,8.0
30,6.129149863507623,2,36.0,4.5,1.0,12.0
25,7.562950099273998,1,33.0,4.6,1.0,18.0
42,11.720801597550349,1,37.0,4.7,1.0,17.0
25,16.38385607184808,3,28.0,4.9,0.0,20.0
48,13.788957415778517,3,35.0,4.5,1.0,21.0
25,4.674341511234465,1,25.0,4.6,1.0,18.0
19,12.161642370389037,1,26.0,4.9,1.0,18.0
33,16.722548420715,3,27.0,4.2,1.0,20.0
17,9.435201537430714,0,36.0,5.0,0.0,22.0
23,3.058697313879674,0,25.0,4.4,1.0,10.0
39,12.116886186590971,0,38.0,3.7,1.0,22.0
20,12.1610162189127,3,22.0,4.9,1.0,21.0
26,17.13751702263965,3,37.0,4.6,1.0,20.0
22,1.5580994617898951,0,39.0,5.0,1.0,8.0
32,4.6104717430464985,3,37.0,4.3,1.0,21.0
26,4.4691549592640305,3,39.0,5.0,1.0,21.0
23,16.90249592854745,3,25.0,4.6,1.0,19.0
26,8.987828354729745,1,29.0,4.8,1.0,17.0
18,6.217834398578936,2,20.0,5.0,1.0,13.0
18,13.611544388190575,3,21.0,4.7,0.0,21.0
22,19.917248415728803,0,28.0,4.6,1.0,23.0
30,17.097651549864548,1,35.0,4.6,1.0,17.0
17,1.5135833475075773,0,25.0,4.5,0.0,9.0
24,3.025079987314703,0,28.0,4.1,1.0,8.0
28,10.867300462045835,3,20.0,4.6,1.0,19.0
27,17.29786575291325,1,24.0,4.7,1.0,18.0
32,16.385047886584577,3,35.0,3.5,1.0,21.0
30,4.596576884051942,3,39.0,4.8,1.0,19.0
12,1.489829154062434,0,28.0,4.7,1.0,8.0
33,10.417061581463948,3,22.0,5.0,2.0,21.0
36,13.583068670275285,3,25.0,4.3,1.0,20.0
25,20.44292976252901,3,20.0,4.9,1.0,20.0
30,11.917779612813971,3,35.0,4.7,1.0,20.0
23,3.1162228846223834,0,23.0,4.3,1.0,10.0
16,9.192686206949302,0,32.0,4.6,0.0,23.0
20,1.552560983126433,2,26.0,4.6,1.0,11.0
26,6.146925931738805,2,22.0,4.6,1.0,13.0
28,7.567428130430248,3,38.0,4.9,1.0,21.0
28,5.8604999332882075,1,25.0,4.8,1.0,15.0
16,4.560928430651938,0,29.0,4.2,0.0,22.0
19,16.822056546203214,3,26.0,4.7,1.0,19.0
42,10.711185800959656,0,35.0,4.1,1.0,22.0
16,7.660840811905797,3,21.0,4.5,0.0,19.0
12,4.717601092054723,1,23.0,4.8,0.0,17.0
19,3.1046911695399038,0,27.0,4.7,1.0,8.0
33,13.611585111772158,3,24.0,4.9,1.0,20.0
13,1.4898458841183333,0,26.0,4.8,1.0,8.0
30,7.54997184471634,1,32.0,4.7,0.0,17.0
16,6.232303380306801,1,31.0,4.7,0.0,17.0
19,10.42999110860193,0,30.0,4.8,1.0,23.0
26,10.586824027282614,0,29.0,4.9,1.0,23.0
38,12.103166363270562,1,38.0,4.4,1.0,18.0
54,20.253459166411545,3,33.0,5.0,1.0,21.0
26,10.280368205885216,0,39.0,4.7,1.0,23.0
42,13.9707596607468,3,29.0,4.1,1.0,20.0
18,9.348072739621905,0,22.0,4.6,0.0,22.0
31,6.2104161583775,2,38.0,4.3,1.0,12.0
37,20.25292440884735,3,35.0,4.4,1.0,19.0
32,3.1162880555409944,2,22.0,4.6,1.0,12.0
17,4.561267998364189,1,36.0,4.6,1.0,19.0
23,7.7624991757103565,1,28.0,4.8,0.0,17.0
27,17.29786575291325,1,23.0,4.6,1.0,18.0
28,12.074047498027575,0,38.0,4.6,0.0,22.0
22,4.663566689152146,3,28.0,4.6,1.0,20.0
19,2.979410112022739,0,25.0,4.8,1.0,10.0
22,14.021812013196106,0,27.0,5.0,1.0,22.0
13,17.29786575291325,0,22.0,5.0,1.0,22.0
33,8.937880155829204,1,38.0,4.3,1.0,18.0
23,1.4895293820617894,0,27.0,4.8,1.0,10.0
23,14.022476786450992,3,21.0,4.8,1.0,21.0
16,12.09902345211663,0,23.0,4.7,0.0,23.0
19,7.564859910416516,1,33.0,5.0,1.0,17.0
19,12.256421318543588,0,31.0,4.9,0.0,22.0
15,14.02323208308448,0,32.0,5.0,1.0,23.0
34,16.851875921653388,3,38.0,4.3,0.0,21.0
27,4.589834614418373,3,31.0,4.7,1.0,21.0
18,9.435201537430714,0,28.0,4.9,1.0,22.0
25,20.178267239099554,1,25.0,4.5,0.0,18.0
28,12.238686345324815,1,26.0,4.7,1.0,17.0
38,17.13751702263965,1,31.0,4.2,1.0,18.0
31,6.242485073474712,1,36.0,5.0,1.0,16.0
16,20.44292976252901,3,20.0,4.6,0.0,20.0
17,10.707675026486205,3,25.0,4.7,1.0,21.0
37,17.137660049154135,3,33.0,4.3,1.0,20.0
17,9.219878421275038,1,25.0,4.8,1.0,17.0
